,date,tweet,sentence,num_sentence,average_sentence_length,tokens,count_tokens
211,2018-10-05,好吧，奇蹟出现又小了一步。共和党中号称中间派的女议员 #SusanCollins 宣布会投「同意」，卡瓦诺成最高法院法官又进一步。  #MeToo 还路途遥远啊。  @LINK …,['好吧，奇蹟出现又小了一步。共和党中号称中间派的女议员 #SusanCollins 宣布会投「同意」，卡瓦诺成最高法院法官又进一步。  #MeToo 还路途遥远啊。  @LINK\xa0…'],1,42,"['好', '吧', '，', '奇', '蹟', '出现', '又', '小', '了', '一步', '。', '共和党', '中', '号称', '中间派', '的', '女议员', '#', 'SusanCollins', '宣布', '会', '投', '「', '同意', '」', '，', '卡瓦', '诺成', '最高法院', '法官', '又', '进一步', '。', '#', 'MeToo', '还', '路途遥远', '啊', '。', '@', 'LINK', '…']",42
212,2018-10-05,"""根据国际关怀组织最近的调查，在被调查的八个国家中，近四分之一的男性认为，员工欠他们 #性行为。"" #MeToo  @LINK …","['""根据国际关怀组织最近的调查，在被调查的八个国家中，近四分之一的男性认为，员工欠他们 #性行为。"" #MeToo  @LINK\xa0…']",1,35,"['""', '根据', '国际', '关怀', '组织', '最近', '的', '调查', '，', '在', '被', '调查', '的', '八个', '国家', '中', '，', '近', '四分之一', '的', '男性', '认为', '，', '员工', '欠', '他们', '#', '性行为', '。', '""', '#', 'MeToo', '@', 'LINK', '…']",35
213,2018-10-05,EP03 【输打赢要的内木一郎】 #似曾相识 #内乜嘢郎 #胡大导配 #粤配小先锋 #信错顾问 #MeToo  @LINK …,['EP03 【输打赢要的内木一郎】 #似曾相识 #内乜嘢郎 #胡大导配 #粤配小先锋 #信错顾问 #MeToo  @LINK\xa0…'],1,29,"['EP03', '【', '输', '打赢', '要', '的', '内木', '一郎', '】', '#', '似曾相识', '#', '内', '乜嘢', '郎', '#', '胡大导配', '#', '粤配', '小', '先锋', '#', '信错', '顾问', '#', 'MeToo', '@', 'LINK', '…']",29
214,2018-10-05,【参议院性侵听证会：米兔里程碑？舆论谋杀卡瓦诺？】 嘉宾黄慈萍： #Metoo 运动鼓励女性说出自己曾经遭遇的类似事件，但是有些事件往往过了很久才被重提，此时已经很难去调查。此次听证会已成为党政之争的工具，即使卡瓦诺上台，#Metoo 运动不会因此受挫。 ***视频直播***： @LINK  pic.twitter.com/PfKOL8gCuA,['【参议院性侵听证会：米兔里程碑？舆论谋杀卡瓦诺？】 嘉宾黄慈萍： #Metoo 运动鼓励女性说出自己曾经遭遇的类似事件，但是有些事件往往过了很久才被重提，此时已经很难去调查。此次听证会已成为党政之争的工具，即使卡瓦诺上台，#Metoo 运动不会因此受挫。 ***视频直播***： @LINK\xa0 pic.twitter.com/PfKOL8gCuA'],1,88,"['【', '参议院', '性侵', '听证会', '：', '米', '兔', '里程碑', '？', '舆论', '谋杀', '卡瓦', '诺', '？', '】', '嘉宾', '黄慈萍', '：', '#', 'Metoo', '运动', '鼓励', '女性', '说出', '自己', '曾经', '遭遇', '的', '类似', '事件', '，', '但是', '有些', '事件', '往往', '过', '了', '很', '久', '才', '被', '重提', '，', '此时', '已经', '很难', '去', '调查', '。', '此次', '听证会', '已', '成为', '党政', '之争', '的', '工具', '，', '即使', '卡瓦', '诺', '上台', '，', '#', 'Metoo', '运动', '不会', '因此', '受挫', '。', '*', '*', '*', '视频', '直播', '*', '*', '*', '：', '@', 'LINK', 'pic', '.', 'twitter', '.', 'com', '/', 'PfKOL8gCuA']",88
215,2018-10-05,【参议院性侵听证会：米兔里程碑？舆论谋杀卡瓦诺？】 今天中国研究院邀请到四位女嘉宾来和陈小平先生聊一聊美大法官性侵听证会。此次事件到底是 #Metoo 里程碑还是有人借舆论谋杀卡瓦诺？欢迎大家踊跃参与讨论。 ***视频直播***： @LINK  pic.twitter.com/gPaGgRanOX,['【参议院性侵听证会：米兔里程碑？舆论谋杀卡瓦诺？】 今天中国研究院邀请到四位女嘉宾来和陈小平先生聊一聊美大法官性侵听证会。此次事件到底是 #Metoo 里程碑还是有人借舆论谋杀卡瓦诺？欢迎大家踊跃参与讨论。 ***视频直播***： @LINK\xa0 pic.twitter.com/gPaGgRanOX'],1,72,"['【', '参议院', '性侵', '听证会', '：', '米', '兔', '里程碑', '？', '舆论', '谋杀', '卡瓦', '诺', '？', '】', '今天', '中国', '研究院', '邀请', '到', '四位', '女', '嘉宾', '来', '和', '陈小平', '先生', '聊一聊', '美', '大法官', '性侵', '听证会', '。', '此次', '事件', '到底', '是', '#', 'Metoo', '里程碑', '还是', '有人', '借', '舆论', '谋杀', '卡瓦', '诺', '？', '欢迎', '大家', '踊跃', '参与', '讨论', '。', '*', '*', '*', '视频', '直播', '*', '*', '*', '：', '@', 'LINK', 'pic', '.', 'twitter', '.', 'com', '/', 'gPaGgRanOX']",72
216,2018-10-05,带女学生吃饭？青师傅凭空卷入 #metoo。,['带女学生吃饭？青师傅凭空卷入 #metoo。'],1,11,"['带女', '学生', '吃饭', '？', '青', '师傅', '凭空', '卷入', '#', 'metoo', '。']",11
217,2018-10-05,「#MeToo」一周年 运动还能持续多久?  @LINK  pic.twitter.com/IiVtdAlu4Y,"['「#MeToo」一周年 运动还能持续多久?', '@LINK\xa0 pic.twitter.com/IiVtdAlu4Y']",2,10,"['「', '#', 'MeToo', '」', '一周年', '运动', '还', '能', '持续', '多久', '?', '@', 'LINK', 'pic', '.', 'twitter', '.', 'com', '/', 'IiVtdAlu4Y']",20
218,2018-10-05,2018-10-05 美国之音视频新闻: 「#MeToo」一周年 运动还能持续多久?  @LINK  #USA,"['2018-10-05 美国之音视频新闻: 「#MeToo」一周年 运动还能持续多久?', '@LINK\xa0 #USA']",2,12,"['2018', '-', '10', '-', '05', '美国之音', '视频新闻', ':', '「', '#', 'MeToo', '」', '一周年', '运动', '还', '能', '持续', '多久', '?', '@', 'LINK', '#', 'USA']",23
219,2018-10-05,(视频) 2018-10-05 美国之音视频新闻: 「#MeToo」一周年 运动还能持续多久?  @LINK  pic.twitter.com/HNRZq3EDRe,"['(视频) 2018-10-05 美国之音视频新闻: 「#MeToo」一周年 运动还能持续多久?', '@LINK\xa0 pic.twitter.com/HNRZq3EDRe']",2,16,"['(', '视频', ')', '2018', '-', '10', '-', '05', '美国之音', '视频新闻', ':', '「', '#', 'MeToo', '」', '一周年', '运动', '还', '能', '持续', '多久', '?', '@', 'LINK', 'pic', '.', 'twitter', '.', 'com', '/', 'HNRZq3EDRe']",31
220,2018-10-05,「#MeToo」一周年 运动还能持续多久?  @LINK ,"['「#MeToo」一周年 运动还能持续多久?', '@LINK']",2,7,"['「', '#', 'MeToo', '」', '一周年', '运动', '还', '能', '持续', '多久', '?', '@', 'LINK']",13
221,2018-10-05,Hatch tells group of female protesters to 'grow up'  @LINK … 这是共和党的参议员、卡瓦诺的坚决支持者，面对抗议者说「成熟点儿」。 这才是直男癌的内心，没说「回家去」已经克制了，不要给男人捣乱。 女权 #MeToo 无论是选议员，还是选男友，要看他们对女性整体的态度。,"[""Hatch tells group of female protesters to 'grow up'  @LINK\xa0… 这是共和党的参议员、卡瓦诺的坚决支持者，面对抗议者说「成熟点儿」。 这才是直男癌的内心，没说「回家去」已经克制了，不要给男人捣乱。 女权 #MeToo 无论是选议员，还是选男友，要看他们对女性整体的态度。""]",1,74,"['Hatch', 'tells', 'group', 'of', 'female', 'protesters', 'to', ""'"", 'grow', 'up', ""'"", '@', 'LINK', '…', '这是', '共和党', '的', '参议员', '、', '卡瓦', '诺', '的', '坚决', '支持者', '，', '面对', '抗议者', '说', '「', '成熟', '点儿', '」', '。', '这才', '是', '直', '男癌', '的', '内心', '，', '没说', '「', '回家', '去', '」', '已经', '克制', '了', '，', '不要', '给', '男人', '捣乱', '。', '女权', '#', 'MeToo', '无论是', '选', '议员', '，', '还是', '选', '男友', '，', '要', '看', '他们', '对', '女性', '整体', '的', '态度', '。']",74
222,2018-10-05,#Metoo 这把火也烧到了足球巨星身上！球迷会不会继续支持C罗？ @LINK ,['#Metoo 这把火也烧到了足球巨星身上！球迷会不会继续支持C罗？ @LINK'],1,23,"['#', 'Metoo', '这', '把', '火', '也', '烧', '到', '了', '足球', '巨星', '身上', '！', '球迷', '会', '不会', '继续', '支持', 'C', '罗', '？', '@', 'LINK']",23
223,2018-10-05,#Metoo 一周年了。哪些人的光环失去，哪些人身陷官司，还有哪些人仍逍遥法外？  @LINK ,['#Metoo 一周年了。哪些人的光环失去，哪些人身陷官司，还有哪些人仍逍遥法外？  @LINK'],1,24,"['#', 'Metoo', '一周年', '了', '。', '哪些', '人', '的', '光环', '失去', '，', '哪些', '人', '身陷', '官司', '，', '还有', '哪些', '人', '仍', '逍遥法外', '？', '@', 'LINK']",24
224,2018-10-05,Facebook高管在私人时间，作为好友出席 #Kavanaugh 的听证会以示支持，这到底合不合适？麻烦缠身的Facebook或许不想再与 #MeToo 扯上关系了。  @LINK ,['Facebook高管在私人时间，作为好友出席 #Kavanaugh 的听证会以示支持，这到底合不合适？麻烦缠身的Facebook或许不想再与 #MeToo 扯上关系了。  @LINK'],1,39,"['Facebook', '高管', '在', '私人', '时间', '，', '作为', '好友', '出席', '#', 'Kavanaugh', '的', '听证会', '以示', '支持', '，', '这', '到底', '合', '不', '合适', '？', '麻烦', '缠身', '的', 'Facebook', '或许', '不想', '再', '与', '#', 'MeToo', '扯', '上', '关系', '了', '。', '@', 'LINK']",39
225,2018-10-04,#MeToo  回忆起来，大概有三次，都在初中之前。来自同学、亲戚和陌生人。 那个同学，听说很早结了婚，老婆漂亮，混得似乎不错。 那个亲戚。他大概以为我忘记了。但我一直记得所有细节。我每年过年都见到他，和他说话。他的儿子很可爱。 那个陌生人。在上海一条巷子里穿着白衬衫的男人。我希望他死了。,['#MeToo  回忆起来，大概有三次，都在初中之前。来自同学、亲戚和陌生人。 那个同学，听说很早结了婚，老婆漂亮，混得似乎不错。 那个亲戚。他大概以为我忘记了。但我一直记得所有细节。我每年过年都见到他，和他说话。他的儿子很可爱。 那个陌生人。在上海一条巷子里穿着白衬衫的男人。我希望他死了。'],1,89,"['#', 'MeToo', '回忆', '起来', '，', '大概', '有', '三次', '，', '都', '在', '初中', '之前', '。', '来自', '同学', '、', '亲戚', '和', '陌生人', '。', '那个', '同学', '，', '听说', '很早', '结了婚', '，', '老婆', '漂亮', '，', '混', '得', '似乎', '不错', '。', '那个', '亲戚', '。', '他', '大概', '以为', '我', '忘记', '了', '。', '但', '我', '一直', '记得', '所有', '细节', '。', '我', '每年', '过年', '都', '见到', '他', '，', '和', '他', '说话', '。', '他', '的', '儿子', '很', '可爱', '。', '那个', '陌生人', '。', '在', '上海', '一条', '巷子', '里', '穿着', '白衬衫', '的', '男人', '。', '我', '希望', '他', '死', '了', '。']",89
226,2018-10-04,探射灯： 酒店业重灾 受害人恐留心理阴影 =========== 「#MeToo」事件震惊全球，国际饮食品劳联公布有关调查显示，有四成员工声称受到或目睹员工受性骚扰，有本地工会亦指酒店业内不乏性骚扰个案，心理学家称受害人恐留心理阴影碍社交。  女员工半夜送餐遇露体男...  @LINK …,['探射灯： 酒店业重灾 受害人恐留心理阴影 =========== 「#MeToo」事件震惊全球，国际饮食品劳联公布有关调查显示，有四成员工声称受到或目睹员工受性骚扰，有本地工会亦指酒店业内不乏性骚扰个案，心理学家称受害人恐留心理阴影碍社交。  女员工半夜送餐遇露体男...  @LINK\xa0…'],1,79,"['探', '射灯', '：', '酒店业', '重灾', '受害人', '恐留', '心理', '阴影', '=', '=', '=', '=', '=', '=', '=', '=', '=', '=', '=', '「', '#', 'MeToo', '」', '事件', '震惊', '全球', '，', '国际', '饮', '食品', '劳联', '公布', '有关', '调查', '显示', '，', '有', '四成', '员工', '声称', '受到', '或', '目睹', '员工', '受', '性骚扰', '，', '有', '本地', '工会', '亦', '指', '酒店业', '内', '不乏', '性骚扰', '个案', '，', '心理学家', '称', '受害人', '恐留', '心理', '阴影', '碍', '社交', '。', '女', '员工', '半夜', '送餐', '遇', '露体', '男', '...', '@', 'LINK', '…']",79
227,2018-10-04,【大香港早晨】第1204集 • 中共抄家救国 迟早抄到香港库房 • 香港困境不在于发展唔够快 在于黄丝带 • 小丽步履不稳 阿基泛独埋身？ • 美国最高法院 #MeToo 圣战 节目︰ @LINK  主持：黄洋达、靳民知、谭仔,['【大香港早晨】第1204集 • 中共抄家救国 迟早抄到香港库房 • 香港困境不在于发展唔够快 在于黄丝带 • 小丽步履不稳 阿基泛独埋身？ • 美国最高法院 #MeToo 圣战 节目︰ @LINK\xa0 主持：黄洋达、靳民知、谭仔'],1,52,"['【', '大', '香港', '早晨', '】', '第', '1204', '集', '•', '中共', '抄家', '救国', '迟早', '抄到', '香港', '库房', '•', '香港', '困境', '不', '在于', '发展', '唔', '够快', '在于', '黄', '丝带', '•', '小丽', '步履', '不', '稳', '阿基泛', '独埋身', '？', '•', '美国最高法院', '#', 'MeToo', '圣战', '节目', '︰', '@', 'LINK', '主持', '：', '黄洋', '达', '、', '靳民知', '、', '谭仔']",52
228,2018-10-03,娱乐圈藏污纳垢也不是什么新鲜事，#metoo 美国暴露出了多少，国内也有偷税8亿多的……,['娱乐圈藏污纳垢也不是什么新鲜事，#metoo 美国暴露出了多少，国内也有偷税8亿多的……'],1,23,"['娱乐圈', '藏污纳垢', '也', '不是', '什么', '新鲜事', '，', '#', 'metoo', '美国', '暴露出', '了', '多少', '，', '国内', '也', '有', '偷税', '8', '亿多', '的', '…', '…']",23
229,2018-10-03,#MeToo in China #线上对谈 弦子和麦烧同学应诉朱军   @LINK …,['#MeToo in China #线上对谈 弦子和麦烧同学应诉朱军   @LINK\xa0…'],1,17,"['#', 'MeToo', 'in', 'China', '#', '线上', '对', '谈', '弦子', '和', '麦烧', '同学', '应诉', '朱军', '@', 'LINK', '…']",17
230,2018-10-03,宗毓华的经历实在只能以恐怖来形容。半个世纪过去，她也无法记起日期甚至年份。但是，她清楚记得那个医生和遭受侵犯的细节。她的文字有震慑力。💔 #MeToo #IBelieveYou @LINK …,['宗毓华的经历实在只能以恐怖来形容。半个世纪过去，她也无法记起日期甚至年份。但是，她清楚记得那个医生和遭受侵犯的细节。她的文字有震慑力。💔 #MeToo #IBelieveYou @LINK\xa0…'],1,49,"['宗毓华', '的', '经历', '实在', '只能', '以', '恐怖', '来', '形容', '。', '半个世纪', '过去', '，', '她', '也', '无法', '记', '起', '日期', '甚至', '年份', '。', '但是', '，', '她', '清楚', '记得', '那个', '医生', '和', '遭受', '侵犯', '的', '细节', '。', '她', '的', '文字', '有', '震慑力', '。', '💔', '#', 'MeToo', '#', 'IBelieveYou', '@', 'LINK', '…']",49
231,2018-10-03,大师说得好 #metoo  pic.twitter.com/n613l7pC7L,['大师说得好 #metoo  pic.twitter.com/n613l7pC7L'],1,11,"['大师', '说得好', '#', 'metoo', 'pic', '.', 'twitter', '.', 'com', '/', 'n613l7pC7L']",11
232,2018-10-02,#MeToo 当事人弦子在举发性骚扰事件后，她意识到，保护自己也是相当重要的事情。  她写下这些建议，如果时空回到四年前的当下，她会这样做：  1️⃣避免与男性单独待在密闭空间  2️⃣感到不舒服就明白表示并找机会离开 3️⃣事发后立刻报警   #MeTooMatters @LINK …,['#MeToo 当事人弦子在举发性骚扰事件后，她意识到，保护自己也是相当重要的事情。  她写下这些建议，如果时空回到四年前的当下，她会这样做：  1️⃣避免与男性单独待在密闭空间  2️⃣感到不舒服就明白表示并找机会离开 3️⃣事发后立刻报警   #MeTooMatters @LINK\xa0…'],1,77,"['#', 'MeToo', '当事人', '弦子', '在', '举发', '性骚扰', '事件', '后', '，', '她', '意识', '到', '，', '保护', '自己', '也', '是', '相当', '重要', '的', '事情', '。', '她', '写下', '这些', '建议', '，', '如果', '时空', '回到', '四年', '前', '的', '当下', '，', '她', '会', '这样', '做', '：', '1', '️', '⃣', '避免', '与', '男性', '单独', '待', '在', '密闭', '空间', '2', '️', '⃣', '感到', '不', '舒服', '就', '明白', '表示', '并', '找', '机会', '离开', '3', '️', '⃣', '事发', '后', '立刻', '报警', '#', 'MeTooMatters', '@', 'LINK', '…']",77
233,2018-10-02,《马男波杰克》预言了 #MeToo 之后的渣男回归  @LINK … #VICE阅读,['《马男波杰克》预言了 #MeToo 之后的渣男回归  @LINK\xa0… #VICE阅读'],1,19,"['《', '马男波', '杰克', '》', '预言', '了', '#', 'MeToo', '之后', '的', '渣', '男', '回归', '@', 'LINK', '…', '#', 'VICE', '阅读']",19
234,2018-10-02,被性侵的女孩起诉了警察：维权的伤害远比性侵大｜深度｜#MeToo 在中国｜端传媒 Initium Media  @LINK … via @MENTION;不过端传媒对这篇文章也要付费才能看，确实有点不太好看。,['被性侵的女孩起诉了警察：维权的伤害远比性侵大｜深度｜#MeToo 在中国｜端传媒 Initium Media  @LINK\xa0… via @MENTION;不过端传媒对这篇文章也要付费才能看，确实有点不太好看。'],1,49,"['被', '性侵', '的', '女孩', '起诉', '了', '警察', '：', '维权', '的', '伤害', '远比性', '侵大', '｜', '深度', '｜', '#', 'MeToo', '在', '中国', '｜', '端', '传媒', 'Initium', 'Media', '@', 'LINK', '…', 'via', '@', 'MENTION', ';', '不过', '端', '传媒', '对', '这', '篇文章', '也', '要', '付费', '才能', '看', '，', '确实', '有点', '不太好', '看', '。']",49
235,2018-10-02,闹大了！美警对C罗强奸案重启调查 #CristianoRonaldo @MENTION #metoo #KathrynMayorka @LINK ,['闹大了！美警对C罗强奸案重启调查 #CristianoRonaldo @MENTION #metoo #KathrynMayorka @LINK'],1,20,"['闹大', '了', '！', '美警', '对', 'C', '罗', '强奸案', '重启', '调查', '#', 'CristianoRonaldo', '@', 'MENTION', '#', 'metoo', '#', 'KathrynMayorka', '@', 'LINK']",20
236,2018-10-02,看来我应该发起一个男性的 #MeToo 运动，动员男士们痛诉被女性骚扰的伤痛历史！哈哈哈,['看来我应该发起一个男性的 #MeToo 运动，动员男士们痛诉被女性骚扰的伤痛历史！哈哈哈'],1,22,"['看来', '我', '应该', '发起', '一个', '男性', '的', '#', 'MeToo', '运动', '，', '动员', '男士们', '痛诉', '被', '女', '性骚扰', '的', '伤痛', '历史', '！', '哈哈哈']",22
237,2018-10-02,想说两句，140个字不够写。  #metoo #滋磁米兔 pic.twitter.com/AJOw5I6JyX,['想说两句，140个字不够写。  #metoo #滋磁米兔 pic.twitter.com/AJOw5I6JyX'],1,22,"['想', '说', '两句', '，', '140', '个', '字', '不够', '写', '。', '#', 'metoo', '#', '滋磁米', '兔', 'pic', '.', 'twitter', '.', 'com', '/', 'AJOw5I6JyX']",22
238,2018-10-02,另一场 #metoo 正在酝酿中⋯⋯。 #whyididntreport #whyididntreportit  @LINK  pic.twitter.com/qfvZqgZdUa,['另一场 #metoo 正在酝酿中⋯⋯。 #whyididntreport #whyididntreportit  @LINK\xa0 pic.twitter.com/qfvZqgZdUa'],1,23,"['另', '一场', '#', 'metoo', '正在', '酝酿', '中', '⋯', '⋯', '。', '#', 'whyididntreport', '#', 'whyididntreportit', '@', 'LINK', 'pic', '.', 'twitter', '.', 'com', '/', 'qfvZqgZdUa']",23
239,2018-10-01,护士学生惨成「白老鼠」　 被迫除裤做灌肠练习 ============== 「#MeToo」风潮一浪接一浪，多国学术界早前揭发多宗性侵或性骚扰事件。南韩有护士学校被指，老师强制要求女学生除裤，作为示范对象让其他人进行灌肠练习。事件引来争议不断，有受害人决定提告。...  @LINK …,['护士学生惨成「白老鼠」\u3000 被迫除裤做灌肠练习 ============== 「#MeToo」风潮一浪接一浪，多国学术界早前揭发多宗性侵或性骚扰事件。南韩有护士学校被指，老师强制要求女学生除裤，作为示范对象让其他人进行灌肠练习。事件引来争议不断，有受害人决定提告。...  @LINK\xa0…'],1,81,"['护士', '学生', '惨成', '「', '白', '老鼠', '」', '被迫', '除裤', '做', '灌肠', '练习', '=', '=', '=', '=', '=', '=', '=', '=', '=', '=', '=', '=', '=', '=', '「', '#', 'MeToo', '」', '风潮', '一浪接', '一浪', '，', '多', '国', '学术界', '早前', '揭发', '多宗', '性侵', '或', '性骚扰', '事件', '。', '南韩', '有', '护士学校', '被', '指', '，', '老师', '强制', '要求', '女', '学生', '除裤', '，', '作为', '示范', '对象', '让', '其他人', '进行', '灌肠', '练习', '。', '事件', '引来', '争议', '不断', '，', '有', '受害人', '决定', '提告', '。', '...', '@', 'LINK', '…']",81
240,2018-10-01,Check out Mitchell Memo on Scribd: @MENTION ReadMore  @LINK … 谎话连篇！无法自圆其说。愚弄国会，藐视宪法和人权。此斜风不杀，将来被#himtoo 的负面影响要比 #metoo 更悲惨。而真正的受害者得不到公正的对待！#福特婊,['Check out Mitchell Memo on Scribd: @MENTION ReadMore  @LINK\xa0… 谎话连篇！无法自圆其说。愚弄国会，藐视宪法和人权。此斜风不杀，将来被#himtoo 的负面影响要比 #metoo 更悲惨。而真正的受害者得不到公正的对待！#福特婊'],1,55,"['Check', 'out', 'Mitchell', 'Memo', 'on', 'Scribd', ':', '@', 'MENTION', 'ReadMore', '@', 'LINK', '…', '谎话', '连篇', '！', '无法', '自圆其说', '。', '愚弄', '国会', '，', '藐视', '宪法', '和', '人权', '。', '此斜', '风不杀', '，', '将来', '被', '#', 'himtoo', '的', '负面影响', '要', '比', '#', 'metoo', '更', '悲惨', '。', '而', '真正', '的', '受害者', '得不到', '公正', '的', '对待', '！', '#', '福特', '婊']",55
241,2018-10-01,#metoo:始于闹剧，终于闹剧。  @LINK …,['#metoo:始于闹剧，终于闹剧。  @LINK\xa0…'],1,12,"['#', 'metoo', ':', '始于', '闹剧', '，', '终于', '闹剧', '。', '@', 'LINK', '…']",12
242,2018-10-01,线上对谈精华 ▍弦子、麦烧：不让任何看似庄严的存在摧毁自己  #MeToo 运动当事人弦子、麦烧，做为性骚扰案的举报者和被告，她们分享了为自己、为她人责无旁贷的勇气，对司法程序的坚持，以及希望改变世界的信念。  Matters 许多朋友向她们提出问题，我们整理了对谈精华：   @LINK …,['线上对谈精华 ▍弦子、麦烧：不让任何看似庄严的存在摧毁自己  #MeToo 运动当事人弦子、麦烧，做为性骚扰案的举报者和被告，她们分享了为自己、为她人责无旁贷的勇气，对司法程序的坚持，以及希望改变世界的信念。  Matters 许多朋友向她们提出问题，我们整理了对谈精华：   @LINK\xa0…'],1,77,"['线上', '对', '谈', '精华', '▍', '弦子', '、', '麦烧', '：', '不让', '任何', '看似', '庄严', '的', '存在', '摧毁', '自己', '#', 'MeToo', '运动', '当事人', '弦子', '、', '麦烧', '，', '做', '为', '性骚扰', '案', '的', '举报者', '和', '被告', '，', '她们', '分享', '了', '为', '自己', '、', '为', '她', '人', '责无旁贷', '的', '勇气', '，', '对', '司法程序', '的', '坚持', '，', '以及', '希望', '改变', '世界', '的', '信念', '。', 'Matters', '许多', '朋友', '向', '她们', '提出', '问题', '，', '我们', '整理', '了', '对', '谈', '精华', '：', '@', 'LINK', '…']",77
243,2018-10-01,突如其来的 #metoo 小时候因为不照对方的规矩玩被掐了脖子，一整个晚上都发不出声音 但事后这件事并没有对我造成任何阴影，只是学会了打架的技巧......🤔,['突如其来的 #metoo 小时候因为不照对方的规矩玩被掐了脖子，一整个晚上都发不出声音 但事后这件事并没有对我造成任何阴影，只是学会了打架的技巧......🤔'],1,42,"['突如其来', '的', '#', 'metoo', '小时候', '因为', '不照', '对方', '的', '规矩', '玩', '被', '掐', '了', '脖子', '，', '一', '整个', '晚上', '都', '发不出', '声音', '但', '事后', '这件', '事', '并', '没有', '对', '我', '造成', '任何', '阴影', '，', '只是', '学会', '了', '打架', '的', '技巧', '......', '🤔']",42
244,2018-10-01,▍用「喊出来」的力量，对抗性骚扰者  #MeToo 运动当事人弦子发问，面对性骚扰，到底有什么解决的办法？一个女权主义者这样回答：大声喊出「滚开」！  喊出来的最重要目的，是为了扭转当事人之间不平等的权力关系：「如果不敢一个人喊，就叫上朋友一起喊。」  #MeTooMatters @LINK …,['▍用「喊出来」的力量，对抗性骚扰者  #MeToo 运动当事人弦子发问，面对性骚扰，到底有什么解决的办法？一个女权主义者这样回答：大声喊出「滚开」！  喊出来的最重要目的，是为了扭转当事人之间不平等的权力关系：「如果不敢一个人喊，就叫上朋友一起喊。」  #MeTooMatters @LINK\xa0…'],1,76,"['▍', '用', '「', '喊出来', '」', '的', '力量', '，', '对抗', '性骚扰', '者', '#', 'MeToo', '运动', '当事人', '弦子', '发问', '，', '面对', '性骚扰', '，', '到底', '有', '什么', '解决', '的', '办法', '？', '一个', '女权主义者', '这样', '回答', '：', '大声', '喊', '出', '「', '滚开', '」', '！', '喊出来', '的', '最', '重要', '目的', '，', '是', '为了', '扭转', '当事人', '之间', '不', '平等', '的', '权力', '关系', '：', '「', '如果', '不敢', '一个', '人喊', '，', '就', '叫', '上', '朋友', '一起', '喊', '。', '」', '#', 'MeTooMatters', '@', 'LINK', '…']",76
245,2018-09-30,我的态度和多美一样 可能很虚伪 我愿意相信福特 但是按照我的做法，我不会选择在卡瓦诺即将获提名时重创他，而会选择在他获得提名后私下警告他一次。#MeToo 是一个妇女之间建立互信合作互相帮助的运动。,['我的态度和多美一样 可能很虚伪 我愿意相信福特 但是按照我的做法，我不会选择在卡瓦诺即将获提名时重创他，而会选择在他获得提名后私下警告他一次。#MeToo 是一个妇女之间建立互信合作互相帮助的运动。'],1,58,"['我', '的', '态度', '和', '多', '美', '一样', '可能', '很', '虚伪', '我', '愿意', '相信', '福特', '但是', '按照', '我', '的', '做法', '，', '我', '不会', '选择', '在', '卡瓦', '诺', '即将', '获', '提名', '时', '重创', '他', '，', '而会', '选择', '在', '他', '获得', '提名', '后', '私下', '警告', '他', '一次', '。', '#', 'MeToo', '是', '一个', '妇女', '之间', '建立', '互信', '合作', '互相帮助', '的', '运动', '。']",58
246,2018-09-30,瑞典学院女领袖请辞 获声援: 【本报讯】诺贝尔奖今日起陆续颁发，但文学奖七十年来首度「缺席」。事件源于负责评审的瑞典学院，卷入泄密争议及「#Metoo」丑闻，最终宣布停颁本年的奖项，该院的首名女性领袖达尼乌斯（Sara…  @LINK ,['瑞典学院女领袖请辞 获声援: 【本报讯】诺贝尔奖今日起陆续颁发，但文学奖七十年来首度「缺席」。事件源于负责评审的瑞典学院，卷入泄密争议及「#Metoo」丑闻，最终宣布停颁本年的奖项，该院的首名女性领袖达尼乌斯（Sara…  @LINK'],1,64,"['瑞典', '学院', '女', '领袖', '请辞', '获', '声援', ':', '【', '本报讯', '】', '诺贝尔奖', '今日', '起', '陆续', '颁发', '，', '但', '文学奖', '七十年', '来', '首度', '「', '缺席', '」', '。', '事件', '源于', '负责', '评审', '的', '瑞典', '学院', '，', '卷入', '泄密', '争议', '及', '「', '#', 'Metoo', '」', '丑闻', '，', '最终', '宣布', '停', '颁本', '年', '的', '奖项', '，', '该院', '的', '首名', '女性', '领袖', '达', '尼乌斯', '（', 'Sara', '…', '@', 'LINK']",64
247,2018-09-30,#metoo 运动的巅峰之作,['#metoo 运动的巅峰之作'],1,6,"['#', 'metoo', '运动', '的', '巅峰', '之作']",6
